Month,State,Model,Price_Per_Unit_INR,GNP_INR,Import_Duties_INR,Units_Sold
2018-01-07,Meghalaya,Vostro 14,47391.23,1323490380138.23,3241.18,163
2018-01-08,Punjab,Vostro 14,44003.39,1264424070530.39,9452.78,165
2018-01-09,Punjab,Vostro 14,49048.62,1466473464975.94,8283.21,139
2018-01-10,Kerala,Vostro 14,50059.46,1321326666687.46,8385.63,169
2018-01-11,Maharashtra,Vostro 14,42330.74,1087510724230.81,2756.74,171
2018-01-12,Manipur,Vostro 14,58295.84,1395413941440.33,2289.66,141
2018-01-13,Nagaland,Vostro 14,49183.87,954015733852.31,1234.27,149
2018-01-14,Bihar,Vostro 14,53608.36,559175329347.94,3133.37,138
2018-01-15,Assam,Vostro 14,43479.26,102694618254.44,7967.71,146
2018-01-16,Kerala,Vostro 14,45499.94,1163931879577.1,3160.35,157
2018-01-17,Meghalaya,Vostro 14,59793.87,1222244930556.42,7561.93,125
2018-01-18,Nagaland,Vostro 14,54173.75,1946893033073.86,3267.17,159
2018-01-19,Meghalaya,Vostro 14,61005.68,786808834779.12,4557.63,115
2018-01-20,Maharashtra,Vostro 14,61975.0,848853161373.79,9848.46,129
2018-01-21,Delhi,Vostro 14,49437.2,483419204550.16,3203.31,164
2018-01-22,Haryana,Vostro 14,47976.06,234015160950.91,4387.34,133
2018-01-23,Telangana,Vostro 14,59167.12,1568328536437.31,3709.78,138
2018-01-24,Telangana,Vostro 14,61972.23,574394022244.72,1986.62,118
2018-01-25,Gujarat,Vostro 14,54592.82,1256919235957.07,5409.05,137
2018-01-26,Telangana,Vostro 14,57902.81,1406768767536.41,4408.22,156
2018-01-27,Punjab,Vostro 14,57634.92,995349705854.13,7253.98,137
2018-01-28,Arunachal Pradesh,Vostro 14,49106.79,1765069014751.66,8358.35,145
2018-01-29,Andhra Pradesh,Vostro 14,53485.41,943210197861.48,5898.25,134
2018-01-30,Arunachal Pradesh,Vostro 14,58661.14,641326383779.35,1289.77,132
2018-01-31,Haryana,Vostro 14,55762.28,1802429493627.08,6570.3,135
2018-02-01,Bihar,Vostro 14,42423.28,1736972140074.92,1498.52,165
2018-02-02,Rajasthan,Vostro 14,48734.11,411675899445.18,6547.21,104
2018-02-03,Andhra Pradesh,Vostro 14,44889.51,149325934872.45,7165.27,98
2018-02-04,Uttarakhand,Vostro 14,46659.44,270972557064.28,2779.91,117
2018-02-05,Rajasthan,Vostro 14,60109.79,644440057252.25,8374.12,95
2018-02-06,Uttarakhand,Vostro 14,42737.87,1947293623309.25,9199.77,146
2018-02-07,Karnataka,Vostro 14,46396.01,1161180691005.57,8317.78,106
2018-02-08,Tamil Nadu,Vostro 14,48191.39,809197290855.61,3745.98,111
2018-02-09,Uttar Pradesh,Vostro 14,54337.68,1788560579764.22,6279.79,113
2018-02-10,Karnataka,Vostro 14,52682.03,960959029809.15,9233.34,109
2018-02-11,Nagaland,Vostro 14,46365.39,698953393961.94,3885.98,124
2018-02-12,Sikkim,Vostro 14,45284.82,1888317104616.75,8380.25,143
2018-02-13,Sikkim,Vostro 14,46735.96,1714083565766.09,1085.28,151
2018-02-14,Tripura,Vostro 14,52050.59,1702969913296.94,1032.82,137
2018-02-15,Delhi,Vostro 14,47423.56,1073341011795.4,7837.4,110
2018-02-16,Sikkim,Vostro 14,60952.05,1599932957749.36,7853.03,108
2018-02-17,Goa,Vostro 14,51277.3,440771382602.65,8100.79,95
2018-02-18,Goa,Vostro 14,43175.92,1189123619356.86,9370.24,127
2018-02-19,Jharkhand,Vostro 14,56585.33,1969307253410.34,2061.16,134
2018-02-20,Mizoram,Vostro 14,48576.91,652821017984.13,3087.86,114
2018-02-21,Gujarat,Vostro 14,55069.78,1609269425570.58,9133.52,113
2018-02-22,Nagaland,Vostro 14,47591.89,1031908973695.33,2595.13,127
2018-02-23,Madhya Pradesh,Vostro 14,53414.87,175630798121.97,7140.06,97
2018-02-24,Kerala,Vostro 14,57443.05,1549736855849.77,5774.17,123
2018-02-25,Uttar Pradesh,Vostro 14,60560.17,420281374345.01,1748.74,99
2018-02-26,Kerala,Vostro 14,47222.54,1299799777552.23,3567.37,122
2018-02-27,Gujarat,Vostro 14,48697.14,262761968689.25,5683.35,107
2018-02-28,Madhya Pradesh,Vostro 14,51285.33,1899048055242.33,8671.15,117
2018-03-01,Haryana,Vostro 14,60543.5,654275385642.69,7367.85,91
2018-03-02,Himachal Pradesh,Vostro 14,60027.74,530282914187.05,6596.95,90
2018-03-03,Odisha,Vostro 14,43797.57,345359167726.04,5464.3,121
2018-03-04,Mizoram,Vostro 14,44638.6,1897404167344.19,3688.16,140
2018-03-05,Assam,Vostro 14,51910.18,1452617110638.48,2073.2,137
2018-03-06,Uttarakhand,Vostro 14,44132.39,1509155688564.37,4681.68,138
2018-03-07,Andhra Pradesh,Vostro 14,48911.62,1048868666622.46,1256.67,124
2018-03-08,Telangana,Vostro 14,44967.71,1001982792013.92,2899.5,137
2018-03-09,Manipur,Vostro 14,54720.81,309040361683.81,4892.35,117
2018-03-10,Meghalaya,Vostro 14,60989.91,1163698081609.58,4767.45,110
2018-03-11,Uttarakhand,Vostro 14,61934.68,569141340706.7,1398.66,93
2018-03-12,Mizoram,Vostro 14,49504.82,1956576132320.77,6301.54,121
2018-03-13,Kerala,Vostro 14,53980.25,1613503786028.78,5947.16,128
2018-03-14,Haryana,Vostro 14,59125.35,884684914366.49,1702.94,97
2018-03-15,Odisha,Vostro 14,44349.24,387548391513.91,9488.47,102
2018-03-16,Tamil Nadu,Vostro 14,55791.29,1592130213163.69,1894.45,133
2018-03-17,Bihar,Vostro 14,50176.87,331902157454.5,8693.51,107
2018-03-18,West Bengal,Vostro 14,46122.92,459734131644.43,1002.79,98
2018-03-19,Manipur,Vostro 14,50055.07,501888983714.03,8940.53,103
2018-03-20,Manipur,Vostro 14,43519.21,1158092212718.88,1177.48,147
2018-03-21,Telangana,Vostro 14,55908.14,1595407642581.7,7820.31,97
2018-03-22,Tripura,Vostro 14,47054.85,697198269576.92,4255.22,116
2018-03-23,Uttar Pradesh,Vostro 14,48228.11,260872647123.05,7643.95,108
2018-03-24,Tamil Nadu,Vostro 14,44421.63,982623080696.4,4615.71,131
2018-03-25,West Bengal,Vostro 14,59293.18,1521409458203.88,1638.17,117
2018-03-26,Odisha,Vostro 14,51868.89,521161301866.04,7907.56,115
2018-03-27,Himachal Pradesh,Vostro 14,53442.94,517856641274.81,1641.27,115
2018-03-28,Jharkhand,Vostro 14,53388.65,1899731351958.75,9299.08,139
2018-03-29,Gujarat,Vostro 14,50209.86,1912892081526.44,1458.77,134
2018-03-30,Kerala,Vostro 14,45850.6,1981884890917.0,5313.93,133
2018-03-31,Bihar,Vostro 14,56902.65,1634553242992.08,7507.31,120
2018-04-01,Goa,Vostro 14,44541.13,457549921419.1,4539.22,124
2018-04-02,Assam,Vostro 14,44077.48,502764889518.6,2955.1,115
2018-04-03,Arunachal Pradesh,Vostro 14,56202.9,746427958892.54,7831.82,112
2018-04-04,Rajasthan,Vostro 14,46176.74,704451809533.63,8058.65,124
2018-04-05,Manipur,Vostro 14,48135.46,1917402723248.22,9304.25,122
2018-04-06,Gujarat,Vostro 14,51504.55,1599240567475.22,4385.49,121
2018-04-07,Telangana,Vostro 14,50987.03,1475616705106.95,5556.27,121
2018-04-08,Madhya Pradesh,Vostro 14,56171.58,453330125710.45,4268.16,98
2018-04-09,Tamil Nadu,Vostro 14,54468.64,1828098562788.43,3313.74,111
2018-04-10,Tripura,Vostro 14,54887.92,1672953721061.73,7759.3,105
2018-04-11,Meghalaya,Vostro 14,56281.09,410919498523.06,4056.87,102
2018-04-12,Uttarakhand,Vostro 14,47852.25,1755223630725.85,4853.34,132
2018-04-13,Mizoram,Vostro 14,48446.67,617270319103.9,4633.06,116
2018-04-14,Rajasthan,Vostro 14,50759.95,253652517081.0,7413.95,112
2018-04-15,Andhra Pradesh,Vostro 14,48149.24,1347962382377.0,9260.16,129
2018-04-16,Madhya Pradesh,Vostro 14,61698.76,1342228852830.23,7000.8,97
2018-04-17,Chhattisgarh,Vostro 14,58281.04,280370818174.67,5244.24,87
2018-04-18,Gujarat,Vostro 14,45293.09,705818436979.51,8012.85,90
2018-04-19,Manipur,Vostro 14,42111.88,1986347478285.52,6768.74,126
2018-04-20,Goa,Vostro 14,42855.67,1389010667316.6,1545.49,146
2018-04-21,Meghalaya,Vostro 14,46881.27,1487142816546.33,1860.97,128
2018-04-22,Goa,Vostro 14,44285.83,504542842648.18,1341.25,127
2018-04-23,Rajasthan,Vostro 14,52666.76,249685934907.44,5111.35,98
2018-04-24,Karnataka,Vostro 14,59159.9,626113210507.78,8432.68,112
2018-04-25,Goa,Vostro 14,56735.0,572906931867.06,3817.75,108
2018-04-26,Nagaland,Vostro 14,46312.18,545633791421.3,4457.44,112
2018-04-27,Madhya Pradesh,Vostro 14,49985.99,466233211585.38,9185.29,110
2018-04-28,Himachal Pradesh,Vostro 14,52157.88,1192035812245.27,8532.13,120
2018-04-29,Arunachal Pradesh,Vostro 14,58204.12,723396604099.46,6985.43,94
2018-04-30,Jharkhand,Vostro 14,58782.43,1658655528590.31,3401.23,117
2018-05-01,Kerala,Vostro 14,60194.37,449500093910.03,2053.37,108
2018-05-02,Rajasthan,Vostro 14,52184.91,982791434650.23,1144.53,127
2018-05-03,Punjab,Vostro 14,55885.49,125949889209.55,1963.1,97
2018-05-04,Mizoram,Vostro 14,44236.01,1015196412664.86,3633.37,125
2018-05-05,Uttarakhand,Vostro 14,53305.78,206092619665.3,5966.11,111
2018-05-06,Haryana,Vostro 14,46973.84,1957674672558.02,1576.0,128
2018-05-07,Assam,Vostro 14,50634.34,1602125044435.78,2226.05,135
2018-05-08,Jharkhand,Vostro 14,54681.01,1031211805609.27,2629.73,110
2018-05-09,Gujarat,Vostro 14,47139.72,264515980540.77,6687.84,114
2018-05-10,West Bengal,Vostro 14,43043.7,1225646337501.79,6542.11,131
2018-05-11,West Bengal,Vostro 14,42204.68,1541651126333.57,5956.89,143
2018-05-12,Telangana,Vostro 14,42443.19,462362780709.02,3254.51,111
2018-05-13,Maharashtra,Vostro 14,42166.99,1179595847496.23,4340.08,132
2018-05-14,Arunachal Pradesh,Vostro 14,44207.1,1647000706927.45,1870.21,140
2018-05-15,Odisha,Vostro 14,46789.77,1559670777528.0,3038.15,132
2018-05-16,Kerala,Vostro 14,46424.43,1625684833947.59,9079.35,128
2018-05-17,Jharkhand,Vostro 14,61735.93,1770714507252.47,9817.23,102
2018-05-18,Punjab,Vostro 14,48120.12,1881595994102.99,6828.94,122
2018-05-19,Uttar Pradesh,Vostro 14,44548.42,870490194886.72,9251.41,134
2018-05-20,Bihar,Vostro 14,52911.25,1180661294793.47,6784.68,124
2018-05-21,Andhra Pradesh,Vostro 14,59159.15,1602253099486.66,1298.77,116
2018-05-22,Maharashtra,Vostro 14,55561.21,1424565646496.99,9970.86,107
2018-05-23,Sikkim,Vostro 14,47921.64,1991488433702.32,1890.57,155
2018-05-24,Nagaland,Vostro 14,53232.32,125987537098.82,7143.78,93
2018-05-25,Sikkim,Vostro 14,56297.12,774753109100.0,3275.53,105
2018-05-26,Punjab,Vostro 14,56562.09,633953059913.38,4527.83,101
2018-05-27,Andhra Pradesh,Vostro 14,55330.77,598400115314.52,6813.41,106
2018-05-28,Uttar Pradesh,Vostro 14,59416.21,522806586747.88,4928.39,96
2018-05-29,Gujarat,Vostro 14,59402.11,1447335297548.94,3254.91,104
2018-05-30,Telangana,Vostro 14,53578.73,261042999223.11,4010.02,95
2018-05-31,Telangana,Vostro 14,50597.13,1509056784492.34,4073.93,139
2018-06-01,Mizoram,Vostro 14,54831.41,1417509099830.92,9633.92,104
2018-06-02,Punjab,Vostro 14,58364.24,576527851751.7,8187.52,93
2018-06-03,Assam,Vostro 14,42113.04,580384188013.81,5126.94,121
2018-06-04,Telangana,Vostro 14,61839.94,1294835112154.55,2798.39,107
2018-06-05,Nagaland,Vostro 14,45657.88,1548125100418.99,8299.14,114
2018-06-06,Sikkim,Vostro 14,51404.98,1765322664865.99,2414.64,123
2018-06-07,Mizoram,Vostro 14,59440.59,1719065171323.5,2894.16,112
2018-06-08,Maharashtra,Vostro 14,46500.81,1933277688911.32,4294.12,142
2018-06-09,Karnataka,Vostro 14,51535.9,1204631301139.37,8923.13,123
2018-06-10,Nagaland,Vostro 14,44651.64,1826445566546.68,2186.08,152
2018-06-11,Telangana,Vostro 14,49901.53,1636175219194.78,2100.11,127
2018-06-12,Uttar Pradesh,Vostro 14,45542.71,1799868486196.63,5445.77,124
2018-06-13,Maharashtra,Vostro 14,49272.55,122090542442.2,3487.69,102
2018-06-14,Manipur,Vostro 14,49469.28,1935215684545.04,6118.55,121
2018-06-15,Arunachal Pradesh,Vostro 14,61863.42,999707309408.31,5064.73,96
2018-06-16,Jharkhand,Vostro 14,61896.26,1616547680192.2,4914.63,106
2018-06-17,Nagaland,Vostro 14,44295.73,341687826741.78,2007.76,111
2018-06-18,Uttarakhand,Vostro 14,56519.38,852288082046.55,2269.45,131
2018-06-19,Uttar Pradesh,Vostro 14,43034.91,615775259739.88,8389.71,118
2018-06-20,Odisha,Vostro 14,42603.84,654151663951.78,8972.94,128
2018-06-21,Tripura,Vostro 14,44106.68,334185677906.68,3112.15,115
2018-06-22,Uttarakhand,Vostro 14,61309.71,1630951281831.71,2021.14,123
2018-06-23,Nagaland,Vostro 14,60817.27,117560397704.05,1480.75,90
2018-06-24,Telangana,Vostro 14,45878.56,693760368271.88,6474.68,107
2018-06-25,Andhra Pradesh,Vostro 14,45233.45,431380032111.19,7438.18,116
2018-06-26,Goa,Vostro 14,46810.7,1219173987155.85,4355.29,122
2018-06-27,Uttar Pradesh,Vostro 14,52310.94,583079564967.63,7117.08,106
2018-06-28,Maharashtra,Vostro 14,53394.09,592097063603.39,7416.63,107
2018-06-29,West Bengal,Vostro 14,46431.87,1027842473591.11,9418.08,128
2018-06-30,West Bengal,Vostro 14,57132.46,1340109174747.76,1583.86,109
2018-07-01,Uttar Pradesh,Vostro 14,48191.06,330478938673.81,2730.63,124
2018-07-02,Telangana,Vostro 14,60442.63,433471759684.44,1616.73,95
2018-07-03,Rajasthan,Vostro 14,55134.45,569632014729.58,8811.95,105
2018-07-04,Haryana,Vostro 14,50727.02,1950121606824.12,8133.28,129
2018-07-05,Telangana,Vostro 14,57798.24,854589749891.55,6171.78,115
2018-07-06,Chhattisgarh,Vostro 14,58358.29,1238081172198.95,1752.97,118
2018-07-07,Assam,Vostro 14,47809.63,558931344160.36,3459.81,111
2018-07-08,Meghalaya,Vostro 14,48794.29,1031873097799.23,3679.48,102
2018-07-09,Odisha,Vostro 14,60719.1,240826431333.32,6046.69,88
2018-07-10,Maharashtra,Vostro 14,45294.82,166010077252.42,3322.4,107
2018-07-11,Rajasthan,Vostro 14,42843.01,990593700960.77,1656.64,146
2018-07-12,Karnataka,Vostro 14,51081.11,857452646284.98,7576.86,99
2018-07-13,Haryana,Vostro 14,58024.2,360072607414.47,3691.72,99
2018-07-14,Maharashtra,Vostro 14,57433.36,1406442714949.39,5071.37,122
2018-07-15,Haryana,Vostro 14,60390.61,1986516632708.6,2149.0,122
2018-07-16,Arunachal Pradesh,Vostro 14,52664.01,851728960273.75,8222.93,118
2018-07-17,Maharashtra,Vostro 14,44001.29,1286661408243.05,6089.79,145
2018-07-18,Arunachal Pradesh,Vostro 14,53773.78,1929654290492.52,9114.27,126
2018-07-19,Uttarakhand,Vostro 14,57567.91,1679916447649.06,5459.24,121
2018-07-20,Uttarakhand,Vostro 14,43866.56,980749224275.1,9472.83,117
2018-07-21,Madhya Pradesh,Vostro 14,45453.15,1501230020473.85,9026.81,117
2018-07-22,Telangana,Vostro 14,42245.81,343456576476.0,6188.14,113
2018-07-23,Maharashtra,Vostro 14,53873.05,1072997325381.22,9405.04,105
2018-07-24,Rajasthan,Vostro 14,59734.69,630214526641.88,3907.8,86
2018-07-25,Nagaland,Vostro 14,55413.27,406211007002.71,4290.78,100
2018-07-26,Gujarat,Vostro 14,61640.8,909933721883.62,1409.3,110
2018-07-27,Maharashtra,Vostro 14,43260.67,348927653423.87,6302.81,123
2018-07-28,Jharkhand,Vostro 14,60060.02,1428071705531.52,7497.32,107
2018-07-29,Madhya Pradesh,Vostro 14,58281.37,966856083701.34,7961.67,98
2018-07-30,Tamil Nadu,Vostro 14,48284.83,1109174801872.86,2348.35,129
2018-07-31,Uttarakhand,Vostro 14,61470.53,378114283469.5,4997.43,96
2018-08-01,Uttarakhand,Vostro 14,47758.75,365566156077.64,2591.77,100
2018-08-02,Uttar Pradesh,Vostro 14,59786.09,1208489326994.24,6959.15,105
2018-08-03,Andhra Pradesh,Vostro 14,59614.97,1971518520875.95,2421.52,125
2018-08-04,Tamil Nadu,Vostro 14,57153.15,282876108151.68,9137.47,84
2018-08-05,Jharkhand,Vostro 14,53269.41,642889714274.98,3075.71,105
2018-08-06,Uttar Pradesh,Vostro 14,44400.05,1751972321421.99,3622.62,144
2018-08-07,Kerala,Vostro 14,52639.43,237316823284.95,8658.16,91
2018-08-08,Andhra Pradesh,Vostro 14,49135.93,1764182870597.21,5126.21,131
2018-08-09,Himachal Pradesh,Vostro 14,57844.34,1096143368412.03,1215.96,121
2018-08-10,Chhattisgarh,Vostro 14,57162.58,875706870460.21,5451.28,109
2018-08-11,Punjab,Vostro 14,60212.25,688393072267.77,1760.89,86
2018-08-12,Sikkim,Vostro 14,42296.6,664522600442.9,9868.1,125
2018-08-13,Odisha,Vostro 14,58182.06,681024906654.01,6293.0,101
2018-08-14,Meghalaya,Vostro 14,60769.24,1781125853824.37,3308.79,121
2018-08-15,Kerala,Vostro 14,57786.01,1475210937332.09,6073.46,118
2018-08-16,Goa,Vostro 14,44603.89,1372473714879.19,1691.8,128
2018-08-17,Bihar,Vostro 14,43625.58,1617623383008.8,8199.02,123
2018-08-18,West Bengal,Vostro 14,42416.9,588517859707.88,9327.95,108
2018-08-19,Meghalaya,Vostro 14,54574.9,1274281342955.34,8870.0,114
2018-08-20,Andhra Pradesh,Vostro 14,54593.45,974125854020.11,4075.82,109
2018-08-21,Chhattisgarh,Vostro 14,61738.27,1586639106880.37,3931.91,121
2018-08-22,Delhi,Vostro 14,49960.86,687586609899.24,1315.79,114
2018-08-23,Assam,Vostro 14,48638.13,1322039372052.8,6862.6,114
2018-08-24,Rajasthan,Vostro 14,54488.5,1776203582452.9,5814.14,119
2018-08-25,Odisha,Vostro 14,58512.17,864085904770.36,5134.12,97
2018-08-26,Tripura,Vostro 14,60735.48,226581965998.18,9168.68,86
2018-08-27,West Bengal,Vostro 14,58062.48,1080496562449.41,2510.91,99
2018-08-28,Nagaland,Vostro 14,50533.48,757347726833.35,1087.0,118
2018-08-29,Gujarat,Vostro 14,54698.28,1377228223039.63,1659.85,115
2018-08-30,Madhya Pradesh,Vostro 14,59125.99,1906962557022.35,3010.34,123
2018-08-31,Mizoram,Vostro 14,51812.19,1022655804194.01,1299.57,119
2018-09-01,Mizoram,Vostro 14,46333.73,985761437295.51,5525.59,120
2018-09-02,Uttar Pradesh,Vostro 14,45394.47,1343711120363.77,3826.81,141
2018-09-03,West Bengal,Vostro 14,42003.15,296645256827.78,2624.35,150
2018-09-04,Goa,Vostro 14,56364.76,581661758957.53,7750.76,101
2018-09-05,Karnataka,Vostro 14,44221.94,1846060718450.76,2840.06,140
2018-09-06,Jharkhand,Vostro 14,46876.78,1372890965391.16,7188.45,116
2018-09-07,Himachal Pradesh,Vostro 14,47957.53,125543683568.49,4143.38,118
2018-09-08,Sikkim,Vostro 14,53207.6,488788397862.14,5606.45,107
2018-09-09,Karnataka,Vostro 14,49959.15,1397390805454.91,9404.8,111
2018-09-10,Himachal Pradesh,Vostro 14,55493.48,1552358484868.89,1336.16,125
2018-09-11,Tamil Nadu,Vostro 14,43112.77,1695733188080.68,5502.38,147
2018-09-12,Karnataka,Vostro 14,44478.78,655135926425.89,8689.81,119
2018-09-13,Uttarakhand,Vostro 14,51984.23,1868954332927.37,6291.77,114
2018-09-14,West Bengal,Vostro 14,48739.3,1150599097798.0,3491.83,121
2018-09-15,Uttar Pradesh,Vostro 14,47916.27,1423424142537.0,4579.13,136
2018-09-16,Odisha,Vostro 14,43340.56,1233803839281.83,7122.39,111
2018-09-17,Tamil Nadu,Vostro 14,59914.38,333206103881.78,9017.31,71
2018-09-18,Odisha,Vostro 14,55836.37,1929917852831.27,1369.6,131
2018-09-19,Tripura,Vostro 14,44432.36,333463601798.89,1643.85,122
2018-09-20,Punjab,Vostro 14,43300.92,584275717181.25,3925.46,115
2018-09-21,Bihar,Vostro 14,61497.45,1645892972423.66,3095.02,115
2018-09-22,Delhi,Vostro 14,55623.45,1275334226852.09,3384.38,111
2018-09-23,Tripura,Vostro 14,50349.12,1692483414215.08,2991.43,126
2018-09-24,Punjab,Vostro 14,56034.62,1079898757910.69,2762.43,98
2018-09-25,Assam,Vostro 14,57126.64,816287147196.61,2175.62,103
2018-09-26,Andhra Pradesh,Vostro 14,57599.24,1851506449140.79,9405.59,114
2018-09-27,Rajasthan,Vostro 14,51557.55,168879403278.11,2297.71,103
2018-09-28,Bihar,Vostro 14,50597.66,1726647418670.79,2839.63,142
2018-09-29,Tamil Nadu,Vostro 14,42220.56,538553791856.79,3216.39,124
2018-09-30,Uttar Pradesh,Vostro 14,60531.14,1712599022732.54,9397.13,108
2018-10-01,Chhattisgarh,Vostro 14,54066.16,364473565492.08,7801.43,122
2018-10-02,Sikkim,Vostro 14,46063.08,1202416031012.03,8107.29,142
2018-10-03,Karnataka,Vostro 14,60392.07,1787405046121.8,1942.82,152
2018-10-04,Karnataka,Vostro 14,60298.64,999725329107.89,8526.79,126
2018-10-05,Jharkhand,Vostro 14,61783.68,1518476680226.45,4673.74,135
2018-10-06,Rajasthan,Vostro 14,59481.13,1628876073925.56,3365.41,140
2018-10-07,Telangana,Vostro 14,61955.69,1499338996561.88,6181.75,134
2018-10-08,Madhya Pradesh,Vostro 14,46893.72,1858126500061.74,8399.65,171
2018-10-09,Meghalaya,Vostro 14,58844.99,948985037987.86,8007.87,127
2018-10-10,Tamil Nadu,Vostro 14,58460.57,428938334413.8,9009.98,121
2018-10-11,Sikkim,Vostro 14,46618.81,190841021034.71,9353.19,154
2018-10-12,Tripura,Vostro 14,43968.75,568273752311.26,3143.1,173
2018-10-13,West Bengal,Vostro 14,61588.41,372075257372.46,4814.72,142
2018-10-14,Jharkhand,Vostro 14,47920.49,1160102608725.51,1131.66,136
2018-10-15,Tripura,Vostro 14,59417.84,451396140702.29,8913.89,111
2018-10-16,Meghalaya,Vostro 14,42082.54,173974043849.81,2391.15,159
2018-10-17,West Bengal,Vostro 14,42420.5,168380674850.47,8753.27,164
2018-10-18,Haryana,Vostro 14,51317.43,1679982046893.24,3964.49,153
2018-10-19,Kerala,Vostro 14,46774.29,1223754869741.75,4313.2,156
2018-10-20,Assam,Vostro 14,55796.83,780362073597.42,1352.19,146
2018-10-21,Delhi,Vostro 14,53311.29,1799033281206.47,3941.91,169
2018-10-22,Telangana,Vostro 14,43549.72,233373561674.66,8995.27,153
2018-10-23,Andhra Pradesh,Vostro 14,45252.57,1962611938182.87,1229.93,173
2018-10-24,Arunachal Pradesh,Vostro 14,49760.99,1270954401483.48,4656.95,149
2018-10-25,Odisha,Vostro 14,45712.08,448582082540.81,1282.6,135
2018-10-26,Uttar Pradesh,Vostro 14,57844.45,1390231288056.24,4338.31,135
2018-10-27,Delhi,Vostro 14,50321.4,1550424393588.77,2553.77,161
2018-10-28,Uttarakhand,Vostro 14,43868.64,915751288404.47,3269.97,159
2018-10-29,Arunachal Pradesh,Vostro 14,51686.86,1737101951866.54,8898.39,168
2018-10-30,Tripura,Vostro 14,43816.76,386391573863.29,4924.44,136
2018-10-31,Uttar Pradesh,Vostro 14,44578.75,629791408797.46,3464.18,155
2018-11-01,Gujarat,Vostro 14,46792.2,277635487009.58,6304.05,146
2018-11-02,Himachal Pradesh,Vostro 14,59190.55,500667897153.97,2278.96,134
2018-11-03,Nagaland,Vostro 14,60492.25,553584742631.18,3334.52,136
2018-11-04,Delhi,Vostro 14,58525.15,1843503062751.25,5916.23,165
2018-11-05,Uttar Pradesh,Vostro 14,48681.54,248408408627.2,3137.71,141
2018-11-06,Tamil Nadu,Vostro 14,47448.93,912088728356.65,7112.15,142
2018-11-07,Tripura,Vostro 14,52983.11,1111557505731.13,5423.42,148
2018-11-08,Rajasthan,Vostro 14,56437.06,1807516802224.11,7947.9,149
2018-11-09,Kerala,Vostro 14,61867.46,1995622815456.31,9534.2,150
2018-11-10,Rajasthan,Vostro 14,44631.41,1531437418347.69,2042.24,172
2018-11-11,Himachal Pradesh,Vostro 14,42985.84,1944502882081.16,4011.99,172
2018-11-12,Tamil Nadu,Vostro 14,55887.12,1595492151818.16,3875.94,148
2018-11-13,Uttarakhand,Vostro 14,58644.52,1930085017845.69,2360.65,168
2018-11-14,Meghalaya,Vostro 14,58926.98,1443814379294.46,8292.73,135
2018-11-15,Manipur,Vostro 14,55569.27,251550508357.04,7838.91,117
2018-11-16,Mizoram,Vostro 14,61080.32,863648355286.09,5359.83,142
2018-11-17,Nagaland,Vostro 14,52220.1,1328534839224.69,5839.94,160
2018-11-18,Rajasthan,Vostro 14,60276.3,766365167963.08,1535.9,131
2018-11-19,Delhi,Vostro 14,61356.24,619429444416.18,5999.57,116
2018-11-20,Delhi,Vostro 14,58943.15,1197058607552.87,8122.07,132
2018-11-21,Maharashtra,Vostro 14,48195.17,1873653565734.63,6164.45,153
2018-11-22,Mizoram,Vostro 14,45924.31,166465559680.69,3387.76,155
2018-11-23,Punjab,Vostro 14,52962.4,1561539286728.73,7007.93,156
2018-11-24,Odisha,Vostro 14,51060.3,1473181828284.79,4253.4,143
2018-11-25,West Bengal,Vostro 14,59555.17,1931511508237.75,5903.86,141
2018-11-26,Uttar Pradesh,Vostro 14,44000.63,1868351322431.83,5388.09,151
2018-11-27,Gujarat,Vostro 14,47154.8,1548241867883.97,4430.58,156
2018-11-28,Mizoram,Vostro 14,57035.98,1088776652896.94,7469.9,142
2018-11-29,Goa,Vostro 14,43899.73,488108351143.69,8954.89,144
2018-11-30,Maharashtra,Vostro 14,48415.29,1135947864818.59,1046.91,163
2018-12-01,Arunachal Pradesh,Vostro 14,49743.11,1554168788447.34,9402.55,160
2018-12-02,Sikkim,Vostro 14,54451.88,1801771504012.0,5603.64,148
2018-12-03,Maharashtra,Vostro 14,45162.65,1600452817500.04,7306.59,157
2018-12-04,Telangana,Vostro 14,59212.09,471007176863.0,8700.62,109
2018-12-05,Telangana,Vostro 14,50950.84,1239403997033.31,5203.93,151
2018-12-06,Tripura,Vostro 14,60340.43,731129573109.58,8514.77,141
2018-12-07,Rajasthan,Vostro 14,51357.4,117490768042.22,2598.58,143
2018-12-08,Madhya Pradesh,Vostro 14,47500.81,480419777998.47,2432.51,152
2018-12-09,Odisha,Vostro 14,44836.58,315119234873.55,6917.24,149
2018-12-10,Assam,Vostro 14,42074.9,1701166334724.99,8831.29,157
2018-12-11,Tripura,Vostro 14,52643.15,591161879080.84,9031.84,140
2018-12-12,Rajasthan,Vostro 14,44143.13,640926140886.36,6793.66,137
2018-12-13,Uttarakhand,Vostro 14,49834.56,1923879486417.88,5729.4,156
2018-12-14,Delhi,Vostro 14,53785.44,820264773792.82,3982.54,157
2018-12-15,Nagaland,Vostro 14,47513.72,118212716274.35,9820.0,126
2018-12-16,Goa,Vostro 14,45504.49,639307681857.66,3877.26,139
2018-12-17,Haryana,Vostro 14,57494.43,326669203143.44,7697.67,107
2018-12-18,Andhra Pradesh,Vostro 14,60935.82,295336267298.12,5787.84,113
